Date,TemperatureHighF,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn
2011-6-16,97.5,81.6,69.4,73.4,69.6,66.7,95,70,41,30.06,29.87,13,1,13,0.01 
2011-6-17,99.7,85.5,76.6,77.0,71.9,65.8,81,65,41,30.09,29.94,9,1,15,0.00 
2011-6-18,97.3,82.9,69.3,76.6,71.7,65.7,96,71,38,30.08,29.98,8,1,11,0.00 
2011-6-19,99.0,84.9,72.1,77.5,73.0,67.6,96,71,38,30.08,29.93,9,1,10,0.00 
2011-6-20,99.0,85.2,72.9,76.8,72.0,65.5,96,69,36,30.00,29.92,10,1,11,0.00 
2011-6-21,104.2,87.9,74.8,76.8,72.8,64.6,96,65,30,30.02,29.91,7,1,12,0.00 
2011-6-22,99.9,82.0,73.0,76.6,71.7,67.3,94,74,42,30.05,29.98,8,0,9,0.00 
2011-6-23,99.9,87.6,74.3,78.1,73.6,71.2,92,65,42,30.02,29.92,7,2,10,0.10 
2011-6-24,90.3,79.0,72.3,79.2,73.0,70.5,96,83,62,29.99,29.90,7,1,13,0.10 
2011-6-25,92.1,81.3,74.1,77.5,72.8,68.5,92,77,53,30.00,29.91,14,1,15,0.01 
2011-6-26,95.2,81.4,72.9,77.7,73.8,69.6,96,80,49,30.05,29.94,10,1,19,0.00 
2011-6-27,90.5,78.9,69.8,76.3,72.9,67.1,96,83,55,30.13,30.01,9,1,11,0.00 
2011-6-28,89.4,78.4,71.1,77.0,72.5,69.8,98,83,62,30.10,30.01,8,1,9,0.00 
2011-6-29,95.2,79.1,72.0,77.2,72.7,69.4,95,82,47,30.04,29.94,8,1,11,0.01 
2011-6-30,89.1,77.0,72.3,78.6,73.8,71.4,97,90,67,30.01,29.91,8,1,12,0.01 
2011-7-1,94.1,80.6,70.7,76.8,72.6,69.1,98,79,48,30.04,29.94,7,1,11,0.00 
2011-7-2,95.4,80.7,70.0,76.3,71.4,67.5,98,77,44,30.06,29.99,7,1,11,0.00 
2011-7-3,97.5,81.0,69.3,75.2,68.9,62.4,97,71,34,30.06,29.95,7,0,9,0.00 
2011-7-4,97.3,81.8,68.7,75.4,69.2,60.6,97,70,32,30.04,29.91,6,0,7,0.00 
2011-7-5,98.6,83.3,73.0,75.2,71.2,63.1,95,70,36,30.02,29.92,9,0,9,0.00 
2011-7-6,98.4,83.4,73.0,76.1,71.0,64.8,96,70,36,30.03,29.91,8,0,8,0.00 
2011-7-7,92.8,77.9,72.9,78.8,74.2,70.9,97,90,60,29.97,29.89,7,0,12,0.06 
2011-7-8,79.5,76.5,74.1,77.9,75.1,73.2,98,95,90,29.93,29.86,8,1,11,0.06 
2011-7-9,91.2,80.9,74.8,83.3,76.3,73.4,97,87,66,30.00,29.89,11,1,12,0.01 
2011-7-10,91.4,79.9,75.6,80.1,76.8,74.3,97,91,63,30.05,29.98,9,0,12,0.00 
2011-7-11,94.6,81.4,74.7,81.1,77.1,73.4,98,88,61,30.07,29.98,9,1,10,0.00 
2011-7-12,93.9,82.0,76.1,83.5,77.5,73.4,97,87,59,30.03,29.94,6,1,12,0.01 
2011-7-13,94.5,83.8,76.8,82.9,77.3,75.2,96,82,59,29.97,29.84,8,1,11,0.00 
2011-7-14,96.8,84.0,76.8,81.1,77.6,75.2,96,82,57,29.91,29.81,7,1,12,0.00 
2011-7-15,94.3,78.8,73.8,80.6,75.8,72.7,97,91,56,29.95,29.84,12,0,17,0.00 
2011-7-16,84.7,78.2,72.9,79.3,75.3,72.3,98,91,77,30.05,29.93,11,1,13,0.00 
2011-7-17,92.7,81.2,73.9,76.8,73.9,70.3,97,80,57,30.09,30.02,11,1,17,0.00 
2011-7-18,90.1,80.1,71.2,74.5,69.7,58.8,97,74,36,30.09,29.97,11,1,15,0.00 
2011-7-19,94.5,80.0,65.7,72.3,67.2,62.8,97,69,39,30.01,29.89,10,1,12,0.00 
2011-7-20,98.4,91.2,81.0,74.3,71.9,66.2,79,55,37,29.96,29.87,6,1,7,0.00 
2011-7-21,99.7,84.8,74.5,78.4,74.2,69.4,96,73,40,30.00,29.92,6,1,10,0.00 
2011-7-22,101.7,83.2,73.9,77.7,73.9,70.0,95,76,38,30.09,29.98,11,1,20,0.00 
2011-7-23,99.3,84.7,73.0,76.8,74.0,70.3,97,74,42,30.17,30.05,6,1,10,0.00 
2011-7-24,98.8,80.0,75.4,77.5,75.2,73.8,97,87,46,30.12,30.02,7,0,9,0.00 
2011-7-25,95.4,78.5,72.0,80.2,75.4,69.1,98,91,58,30.06,29.90,11,0,16,0.00 
2011-7-26,89.1,79.1,73.9,81.1,75.1,71.1,97,88,67,29.95,29.87,9,1,10,0.00 
2011-7-27,93.7,80.7,74.5,79.3,74.6,72.0,93,82,58,30.06,29.92,14,1,16,0.00 
2011-7-28,97.2,82.7,71.8,78.8,74.6,70.7,97,79,47,30.12,30.02,6,0,8,0.00 
2011-7-29,99.0,83.6,74.3,78.4,74.6,70.5,98,77,42,30.13,30.00,12,0,12,0.00 
2011-7-30,99.5,86.2,74.5,79.9,74.8,68.4,96,71,39,30.08,29.94,4,0,7,0.00 
2011-7-31,99.7,83.1,75.9,81.9,77.2,74.7,97,84,52,30.04,29.93,12,1,12,0.00 
2011-8-1,91.8,80.3,74.5,81.3,76.4,73.6,98,89,69,30.01,29.91,6,0,8,0.00 
2011-8-2,95.2,81.9,74.5,80.4,76.6,73.6,98,85,59,29.95,29.82,8,1,9,0.00 
2011-8-3,97.2,83.3,72.9,80.2,74.7,67.3,98,79,41,29.91,29.81,5,0,5,0.00 
2011-8-4,100.8,87.0,75.7,80.4,75.9,69.8,97,73,41,29.94,29.84,6,0,8,0.00 
2011-8-5,99.7,85.7,78.4,81.3,76.8,70.9,95,77,47,29.99,29.89,10,1,17,0.00 
2011-8-6,99.0,85.2,76.1,81.1,76.8,74.5,95,78,50,30.01,29.90,9,1,11,0.00 
2011-8-7,96.6,84.1,77.5,81.5,77.4,74.8,94,81,56,29.98,29.88,13,1,13,0.00 
2011-8-8,93.6,82.5,76.5,80.6,76.6,73.2,95,83,59,29.92,29.83,8,1,13,0.00 
2011-8-9,87.4,78.8,75.6,81.1,76.0,73.0,96,91,77,29.89,29.80,7,1,12,0.00 
2011-8-10,95.2,82.3,71.4,78.1,74.4,70.3,97,79,55,29.87,29.77,12,1,13,0.00 
2011-8-11,99.7,86.2,76.8,79.7,76.2,70.7,96,75,44,29.90,29.80,7,1,10,0.00 
2011-8-12,99.9,86.9,78.1,82.2,77.0,71.6,97,76,43,29.95,29.84,6,1,10,0.00 
2011-8-14,95.9,83.7,75.6,80.4,77.2,71.6,96,82,56,29.92,29.81,8,1,13,0.00 
2011-8-15,97.7,85.3,76.3,80.1,74.7,69.1,97,74,42,29.89,29.78,7,1,10,0.00 
2011-8-16,96.1,84.1,72.9,75.7,70.4,63.1,97,67,38,29.99,29.87,7,1,12,0.00 
2011-8-17,94.8,82.4,74.8,78.8,74.3,71.2,96,78,51,30.05,29.96,11,1,13,0.00 
2011-8-18,93.9,79.6,73.8,78.4,74.0,71.8,96,84,55,30.04,29.93,10,1,16,0.00 
2011-8-19,94.1,81.3,72.1,78.6,74.8,71.4,98,82,54,29.96,29.87,7,0,9,0.00 
2011-8-20,92.8,81.0,73.0,80.6,75.4,72.1,97,84,61,30.02,29.90,7,0,9,0.00 
2011-8-21,93.6,81.3,73.6,79.9,75.5,72.7,97,84,56,30.06,29.98,6,0,9,0.00 
2011-8-22,95.5,84.1,74.1,78.6,76.2,73.2,97,79,55,30.02,29.88,8,1,9,0.00 
2011-8-23,95.2,80.2,73.4,79.5,75.6,72.3,97,87,57,29.96,29.87,10,0,13,0.00 
2011-8-24,93.2,80.4,71.4,77.9,74.4,70.9,98,83,55,29.98,29.86,10,1,13,0.00 
2011-8-25,92.8,81.5,75.4,80.1,76.1,73.9,97,85,57,29.93,29.78,10,2,17,0.00 
2011-8-26,79.7,77.3,76.3,75.9,75.0,74.5,94,93,88,29.79,29.71,8,2,11,0.00 
2011-9-22,88.2,78.6,74.5,79.2,74.9,72.1,97,89,68,30.06,29.99,12,1,12,0.00 
2011-9-23,92.7,78.3,72.7,78.6,74.5,72.1,98,90,55,30.02,29.88,8,0,8,0.00 
2011-9-24,93.6,79.3,71.8,78.3,74.3,71.2,98,86,56,29.96,29.86,8,0,8,0.00 
2011-9-25,93.4,79.1,72.9,78.1,74.0,70.2,98,86,58,29.96,29.85,10,1,10,0.00 
2011-9-26,90.0,79.2,73.6,76.5,74.3,72.0,98,86,63,29.98,29.86,10,0,11,0.00 
2011-9-27,91.4,77.6,70.9,80.1,73.4,69.8,98,88,60,29.96,29.88,10,0,10,0.00 
2011-9-28,93.9,79.6,70.2,76.6,72.2,69.3,98,81,50,29.94,29.83,8,1,8,0.00 
2011-9-29,90.0,77.9,69.1,72.1,68.5,62.2,97,76,42,29.91,29.80,9,1,9,0.00 
2011-9-30,90.0,77.1,67.8,70.3,66.4,62.2,96,73,43,29.88,29.74,11,1,11,0.00 
2011-10-1,79.3,68.8,55.6,66.7,51.1,46.4,77,55,35,30.01,29.81,13,2,13,0.00 
2011-10-2,81.0,63.7,50.2,53.2,46.5,41.7,77,56,30,30.08,29.99,11,1,11,0.00 
2011-10-3,81.3,63.8,47.5,50.9,47.1,40.8,93,61,27,30.17,30.07,9,1,9,0.00 
2011-10-4,85.6,66.7,48.6,58.5,53.2,46.6,95,67,34,30.20,30.10,13,1,13,0.00 
2011-10-5,84.6,69.9,57.7,64.9,60.1,55.9,95,74,48,30.19,30.09,16,2,16,0.00 
2011-10-6,83.8,70.6,62.2,72.1,65.2,59.7,95,84,58,30.18,30.09,13,1,17,0.00 
2011-10-7,84.6,73.4,66.9,72.1,67.3,62.6,95,82,58,30.20,30.12,16,2,18,0.00 
2011-10-8,74.5,69.6,67.6,70.9,67.5,66.0,96,93,88,30.23,30.09,16,1,16,0.00 
2011-10-9,81.0,72.3,68.4,73.8,69.2,66.9,97,91,69,30.09,29.86,19,2,21,0.00 
2011-10-10,80.6,74.2,69.4,74.7,71.6,67.6,97,92,78,29.87,29.58,20,2,20,0.00 
2011-10-11,87.3,76.0,68.4,74.3,70.7,67.8,98,85,60,29.84,29.75,12,1,12,0.00 
2011-10-12,83.7,74.2,68.2,74.5,70.6,67.3,98,89,70,29.87,29.78,11,0,11,0.00 
2011-10-13,87.3,74.9,66.9,72.9,68.9,65.8,98,83,56,29.83,29.69,11,1,11,0.00 
2011-10-14,81.3,70.1,58.8,69.3,60.3,53.4,98,75,40,30.01,29.80,11,1,11,0.00 
2011-10-15,83.1,66.8,54.1,60.8,57.0,52.9,97,75,38,30.12,30.01,10,0,10,0.00 
2011-10-16,87.3,71.0,59.7,63.7,60.1,56.1,96,72,37,30.15,30.02,10,1,10,0.00 
2011-10-17,88.0,72.0,59.7,71.4,65.8,58.6,97,83,53,30.07,29.88,8,0,8,0.00 
2011-10-18,83.7,74.6,69.3,75.4,71.3,67.8,97,90,72,29.88,29.55,14,1,16,0.00 
2011-10-19,79.3,69.9,57.4,74.8,65.0,49.6,98,85,66,29.85,29.46,15,2,15,0.00 
2011-10-20,66.4,55.4,44.2,49.6,43.6,39.9,87,66,42,30.10,29.84,11,1,12,0.00 
2011-10-21,69.3,54.2,42.4,47.5,44.3,41.0,95,73,40,30.19,30.06,9,1,9,0.00 
2011-10-22,72.9,56.2,40.6,49.6,43.9,38.1,100,69,30,30.13,30.01,8,1,8,0.00 
2011-10-23,76.5,60.3,45.1,59.5,50.9,44.1,96,75,39,30.08,29.99,8,1,8,0.00 
2011-10-24,76.5,62.6,51.3,59.2,53.8,49.1,97,77,39,30.17,30.03,12,1,12,0.00 
2011-10-25,81.0,64.2,49.3,61.5,56.0,48.0,96,77,50,30.23,30.13,11,1,12,0.00 
2011-10-26,81.7,71.1,62.8,66.7,63.0,59.5,94,77,50,30.16,30.00,7,1,7,0.00 
2011-10-27,84.6,70.2,57.7,68.5,62.0,56.8,97,78,42,30.01,29.88,9,0,9,0.00 
2011-10-28,80.6,70.6,63.9,69.4,65.0,62.1,97,83,59,29.99,29.89,6,0,6,0.00 
2011-10-29,70.7,65.7,54.3,65.7,60.2,43.9,97,83,65,30.10,29.84,15,2,15,0.00 
2011-10-30,73.9,60.5,49.6,59.0,52.2,43.9,92,75,57,30.18,30.08,17,2,17,0.00 
2011-10-31,75.6,63.9,55.8,66.4,59.5,54.0,96,87,62,30.17,30.01,11,1,11,0.00 
2011-11-1,71.4,60.8,52.9,59.5,52.4,49.6,94,76,49,30.26,30.13,18,2,18,0.00 
2011-11-2,75.2,62.0,49.6,63.1,56.2,47.7,95,82,64,30.28,30.19,16,2,16,0.00 
2011-11-3,80.1,66.8,57.2,65.5,61.0,56.1,97,83,54,30.20,29.94,7,0,7,0.00 
2011-11-4,66.0,58.6,48.7,64.6,52.5,45.5,95,81,57,30.01,29.83,14,2,15,0.00 
2011-11-5,62.6,55.4,49.8,53.6,49.7,46.8,90,81,71,30.20,30.00,17,3,17,0.00 
2011-11-6,67.5,60.4,53.8,61.3,56.2,49.8,94,86,77,30.29,30.16,17,4,17,0.00 
2011-11-7,73.2,66.2,62.8,68.2,63.6,61.2,96,91,80,30.26,30.16,13,3,13,0.00 
2011-11-8,77.7,68.0,61.2,68.2,63.6,60.1,97,87,60,30.18,30.08,12,2,14,0.00 
2011-11-9,79.5,64.7,53.6,62.8,57.8,52.0,97,81,51,30.11,29.95,8,1,8,0.00 
2011-11-10,78.3,61.0,47.8,63.1,53.3,35.4,97,78,49,30.06,29.87,17,2,20,0.00 
2011-11-11,62.4,49.7,37.2,37.8,33.3,28.4,92,57,28,30.27,30.03,16,2,16,0.00 
2011-11-12,73.6,52.5,32.7,52.7,43.1,31.1,96,75,38,30.36,30.25,7,0,7,0.00 
2011-11-13,77.9,61.2,46.4,60.4,53.7,45.1,97,80,47,30.29,30.16,11,0,11,0.00 
2011-11-14,81.9,65.5,49.6,66.4,59.4,48.6,97,83,54,30.21,30.06,7,0,9,0.00 
2011-11-15,84.6,70.9,61.0,73.6,66.9,60.1,98,88,66,30.09,29.98,11,0,11,0.00 
2011-11-16,85.5,74.6,66.9,73.0,69.8,65.7,98,86,61,30.06,29.92,17,1,17,0.00 
2011-11-17,79.3,70.2,56.7,72.1,63.6,39.2,97,81,52,30.21,29.93,14,2,14,0.00 
2011-11-18,69.6,58.8,47.5,57.9,50.4,35.4,94,74,52,30.31,30.21,20,3,22,0.00 
2011-11-19,72.7,63.7,56.5,66.6,61.2,55.4,97,92,77,30.31,30.24,6,1,7,0.00 
2011-11-20,83.7,68.5,57.6,70.2,63.6,57.0,98,86,58,30.31,30.22,8,0,8,0.00 
2011-11-21,81.7,67.3,56.1,67.8,61.9,55.2,98,85,60,30.30,30.17,9,1,11,0.00 
2011-11-22,82.6,68.8,59.7,73.8,66.3,58.6,98,92,69,30.20,30.07,7,0,7,0.00 
2011-11-23,72.9,68.5,67.1,70.9,67.0,65.8,97,95,92,30.10,30.02,9,1,9,0.00 
2011-11-25,77.2,67.7,58.3,62.1,59.3,55.6,94,76,59,30.32,30.21,9,1,9,0.00 
2011-11-26,81.0,66.2,56.7,63.1,58.8,55.2,96,80,47,30.27,30.17,10,0,10,0.00 
2011-11-27,81.0,67.9,57.9,63.3,60.6,56.8,97,80,52,30.17,29.97,13,1,13,0.00 
2011-11-28,78.3,62.6,53.4,68.0,59.7,52.5,99,91,68,29.97,29.84,20,1,22,0.00 
2011-11-29,63.9,55.1,48.2,54.5,49.7,45.5,100,84,58,30.03,29.90,13,1,13,0.00 
2011-12-1,65.8,55.3,36.7,51.8,47.8,35.4,95,77,58,30.35,30.22,12,2,12,0.00 
2011-12-2,70.0,55.0,42.6,55.4,48.4,41.4,96,81,44,30.42,30.32,11,2,11,0.00 
2011-12-3,76.5,61.1,52.2,59.4,54.9,50.5,96,82,52,30.42,30.34,14,2,14,0.00 
2011-12-4,72.3,63.5,52.9,63.9,59.4,51.4,98,87,70,30.35,30.21,7,1,8,0.00 
2011-12-5,79.9,64.3,52.0,67.1,59.2,51.1,98,85,57,30.22,30.09,8,0,8,0.00 
2011-12-6,79.3,65.8,55.6,68.0,61.0,55.0,98,86,59,30.16,30.05,9,0,9,0.00 
2011-12-7,79.0,60.4,42.6,66.6,55.6,37.2,98,85,61,30.19,29.89,16,2,16,0.00 
2011-12-8,60.1,48.2,37.0,48.9,42.0,34.2,90,80,64,30.30,30.16,11,2,11,0.00 
2011-12-9,72.3,60.8,52.2,62.8,56.5,48.2,94,86,71,30.22,30.12,8,1,8,0.00 
2011-12-10,62.6,58.2,54.1,59.7,54.4,50.5,96,87,79,30.29,30.15,13,3,14,0.00 
2011-12-11,64.9,59.0,54.3,60.3,56.0,51.8,96,90,84,30.32,30.23,19,3,19,0.00 
2011-12-12,63.7,60.4,55.0,61.2,58.8,54.0,97,95,90,30.33,30.22,16,3,16,0.00 
2011-12-13,66.4,57.4,52.3,60.1,55.3,50.5,98,93,78,30.40,30.31,12,2,12,0.00 
2011-12-14,75.0,61.9,54.5,63.9,57.5,53.1,99,86,61,30.36,30.25,11,1,11,0.00 
2011-12-15,77.2,60.7,48.7,63.0,55.6,47.8,98,85,55,30.31,30.18,8,0,8,0.00 
2011-12-16,75.6,62.0,49.8,64.2,57.6,48.9,98,87,62,30.25,30.17,7,0,7,0.00 
2011-12-17,74.5,61.4,51.4,64.6,57.5,46.0,98,88,69,30.25,30.12,11,1,12,0.00 
2011-12-18,64.6,50.6,39.4,46.9,38.2,32.5,93,67,31,30.35,30.23,12,1,12,0.00 
2011-12-19,74.5,59.6,46.8,57.4,52.7,45.1,97,80,53,30.33,30.21,12,1,12,0.00 
2011-12-20,77.5,63.8,51.6,62.4,57.5,50.5,97,82,56,30.25,30.11,12,1,13,0.00 
2011-12-21,76.5,65.9,57.7,64.6,61.1,56.3,97,86,62,30.18,30.07,13,1,14,0.00 
2011-12-22,81.7,66.3,54.1,64.6,58.7,53.2,100,79,47,30.18,30.04,18,1,18,0.00 
2011-12-23,79.5,69.6,60.1,69.6,65.4,58.3,98,87,68,30.21,30.09,11,1,11,0.00 
2011-12-24,73.9,65.7,60.4,64.2,59.1,54.5,93,80,57,30.33,30.20,10,2,11,0.00 
2011-12-25,79.0,67.6,58.8,69.3,64.0,57.4,95,89,72,30.30,30.19,11,1,11,0.00 
2011-12-26,70.3,62.2,57.0,61.9,56.1,51.8,96,82,53,30.28,30.11,14,1,14,0.00 
2011-12-27,68.4,61.2,48.4,65.7,56.6,41.9,97,86,59,30.11,29.88,15,2,17,0.00 
2011-12-28,61.3,47.9,39.4,43.5,38.9,35.1,94,74,39,30.21,30.07,10,1,10,0.00 
2011-12-29,64.0,48.7,39.7,45.0,39.7,35.4,96,75,38,30.23,30.07,8,0,8,0.00 
2011-12-30,72.9,55.5,39.2,54.5,46.6,38.1,97,75,41,30.20,30.08,7,0,7,0.00 
2011-12-31,76.5,66.2,55.0,62.8,57.2,52.9,97,75,51,30.24,30.11,9,1,10,0.00 
2012-1-1,74.1,60.7,48.2,64.4,56.5,47.1,98,87,59,30.30,30.14,8,0,9,0.00 
2012-1-2,63.3,54.6,44.2,62.4,39.1,22.1,97,59,31,30.25,30.11,14,2,14,0.00 
2012-1-3,44.6,37.3,26.8,22.6,16.6,12.0,77,44,29,30.45,30.19,23,2,23,0.00 
2012-1-4,55.6,37.3,22.6,29.7,19.3,7.5,88,55,18,30.50,30.33,8,1,8,0.00 
2012-1-5,67.3,49.1,31.6,50.0,41.6,28.6,94,78,50,30.35,30.17,13,1,14,0.00 
2012-1-6,70.9,54.3,43.2,55.6,47.6,41.7,100,81,47,30.26,30.12,9,0,9,0.00 
2012-1-7,72.9,57.4,43.7,60.6,51.8,42.4,100,84,50,30.23,30.12,10,0,10,0.00 
2012-1-8,76.5,58.1,43.2,58.3,50.4,42.1,97,79,44,30.28,30.18,8,0,8,0.00 
2012-1-9,76.8,59.2,46.0,61.7,52.8,45.0,97,82,49,30.27,30.12,8,0,8,0.00 
2012-1-10,72.3,60.1,48.4,62.8,56.3,47.1,97,88,71,30.14,29.95,7,0,7,0.00 
2012-1-11,73.6,64.3,54.5,64.9,58.3,52.0,94,81,61,29.96,29.73,19,2,19,0.00 
2012-1-12,74.7,61.9,48.9,60.4,56.1,48.0,98,83,55,29.94,29.82,14,2,16,0.00 
2012-1-13,62.1,49.7,42.3,55.0,31.7,21.4,84,52,27,30.26,29.93,12,2,13,0.00 
2012-1-14,57.0,42.6,30.7,31.1,25.8,21.2,83,55,26,30.43,30.26,11,1,11,0.00 
2012-1-15,64.8,47.4,35.4,40.3,31.8,23.4,93,61,21,30.50,30.36,13,1,13,0.00 
2012-1-16,70.7,51.2,33.1,51.8,42.7,30.6,93,75,48,30.54,30.38,10,1,11,0.00 
2012-1-17,75.6,57.8,42.6,57.7,50.3,41.5,97,78,51,30.38,30.14,11,1,11,0.00 
2012-1-18,63.0,57.0,48.9,62.2,55.9,47.8,99,96,91,30.15,30.00,10,0,10,0.00 
2012-1-19,66.2,49.2,35.6,47.7,38.5,29.3,97,72,27,30.25,30.07,8,0,8,0.00 
2012-1-20,41.7,40.6,39.6,40.5,39.0,38.1,96,94,90,30.20,30.16,1,0,1,0.00 
2012-1-22,79.5,68.9,62.1,63.7,61.5,59.2,96,79,56,30.19,30.09,8,1,9,0.00 
2012-1-23,81.0,67.3,57.9,65.3,60.9,55.8,98,82,50,30.19,30.05,11,1,11,0.00 
2012-1-24,81.5,67.0,57.0,66.4,60.3,55.6,97,81,51,30.22,30.11,9,0,9,0.00 
2012-1-25,80.8,66.2,56.7,67.3,60.7,55.8,98,85,47,30.24,30.11,11,1,12,0.00 
2012-1-26,83.1,69.0,57.7,68.7,61.9,57.0,98,80,50,30.13,29.92,15,1,15,0.00 
2012-1-27,72.0,64.3,48.9,66.2,58.0,47.3,96,82,49,30.09,29.86,17,2,17,0.00 
2012-1-28,70.2,54.1,42.1,52.9,45.6,41.0,97,77,41,30.24,30.07,12,1,12,0.00 
2012-1-29,69.6,52.9,39.9,48.2,43.6,38.1,99,74,44,30.39,30.23,11,1,11,0.00 
2012-1-30,69.1,51.1,34.5,42.6,37.5,25.2,96,66,26,30.48,30.35,13,1,13,0.00 
2012-1-31,75.6,59.0,44.2,55.6,49.9,41.7,96,74,47,30.43,30.30,11,1,11,0.00 
2012-2-1,79.2,64.6,54.3,60.8,56.0,52.7,95,76,46,30.32,30.16,11,1,12,0.00 
2012-2-2,78.3,65.9,56.3,64.4,59.3,54.9,95,81,58,30.23,30.11,12,1,12,0.00 
2012-2-3,79.7,64.8,54.7,63.3,57.9,53.4,97,81,50,30.30,30.20,13,1,13,0.00 
2012-2-4,79.5,67.0,58.6,63.1,60.1,57.2,95,80,53,30.26,30.09,9,1,10,0.00 
2012-2-5,80.6,67.3,57.9,68.4,62.4,56.8,98,86,58,30.12,30.00,8,0,8,0.00 
2012-2-6,77.4,64.5,57.2,67.8,61.3,56.3,98,90,70,30.15,30.03,10,1,11,0.00 
2012-2-7,70.2,60.8,56.8,62.2,58.0,55.9,98,91,74,30.16,30.05,6,2,9,0.00 
2012-2-9,68.2,58.0,46.2,52.7,44.4,37.9,91,63,41,30.25,30.12,8,1,10,0.00 
2012-2-10,76.5,62.9,53.1,64.6,58.4,51.8,97,86,59,30.17,29.93,11,1,12,0.00 
2012-2-11,61.2,53.1,39.4,57.9,42.1,18.0,96,69,39,30.23,29.87,19,3,20,0.00 
2012-2-12,48.9,36.2,27.1,24.3,16.1,10.0,80,46,23,30.43,30.23,14,2,14,0.00 
2012-2-13,61.7,42.1,23.9,37.9,27.7,20.8,92,63,27,30.35,30.16,8,1,9,0.00 
2012-2-14,75.9,58.9,39.7,59.5,51.1,37.6,96,77,51,30.17,30.04,15,2,15,0.00 
2012-2-15,80.2,67.7,60.6,68.0,62.4,59.0,95,84,64,30.22,30.09,10,1,11,0.00 
2012-2-16,79.3,67.6,60.1,65.3,61.8,59.2,97,83,58,30.20,30.04,15,1,17,0.00 
2012-2-17,72.9,66.9,62.2,68.5,65.2,61.3,97,95,84,30.10,29.99,6,0,6,0.00 
2012-2-18,75.0,66.5,61.2,65.7,62.6,60.3,97,88,70,30.06,29.86,6,0,6,0.00 
2012-2-19,79.0,69.2,57.6,70.9,62.6,54.3,94,81,54,29.92,29.72,18,4,21,0.00 
2012-2-20,62.6,53.4,44.8,54.1,45.1,41.5,90,74,51,30.29,29.92,15,2,15,0.00 
2012-2-21,70.5,58.4,47.3,57.2,51.2,43.7,94,79,56,30.30,30.12,6,0,6,0.00 
2012-2-22,75.7,62.7,49.1,65.3,57.9,48.0,97,86,61,30.12,29.80,16,2,18,0.00 
2012-2-23,82.4,73.3,65.1,70.9,68.5,63.5,96,86,66,29.92,29.82,16,3,20,0.00 
2012-2-24,84.4,74.2,60.8,71.1,67.5,51.6,93,81,59,30.04,29.87,21,4,21,0.00 
2012-2-25,63.9,57.9,51.6,52.0,32.6,19.6,73,40,19,30.33,30.04,16,3,16,0.00 
2012-2-26,59.2,53.6,46.6,57.0,46.8,31.6,97,79,47,30.41,30.31,12,1,12,0.00 
2012-2-27,74.7,65.5,57.9,70.3,63.5,56.8,98,93,78,30.36,30.26,8,1,10,0.00 
2012-2-28,73.9,65.4,62.1,65.1,62.7,61.5,98,91,73,30.34,30.25,10,1,10,0.34 
2012-2-29,84.2,70.8,63.3,68.5,64.3,61.9,97,82,55,30.27,30.08,12,1,12,0.01 
2012-3-1,80.1,70.2,64.4,68.5,65.1,62.8,96,85,64,30.12,29.99,13,2,13,0.00 
2012-3-2,83.8,71.2,65.5,67.5,64.2,62.2,95,80,52,30.07,29.92,13,1,13,0.00 
2012-3-3,85.5,74.7,67.3,71.2,67.7,64.2,97,80,53,29.92,29.71,24,3,24,0.00 
2012-3-4,76.5,57.1,41.7,69.6,41.6,23.7,94,62,23,30.25,29.62,23,4,24,0.40 
2012-3-5,77.4,57.2,37.8,51.4,40.7,34.9,91,61,24,30.40,30.24,17,1,17,0.40 
2012-3-6,75.4,61.5,46.6,54.1,48.1,37.9,91,62,45,30.49,30.39,19,2,19,0.00 
2012-3-7,76.3,65.0,55.2,59.5,55.9,51.4,93,73,54,30.48,30.34,13,2,14,0.00 
2012-3-8,85.3,69.1,55.8,66.0,60.3,54.5,97,77,38,30.35,30.17,14,1,14,0.00 
2012-3-9,82.6,71.5,62.2,69.3,64.8,60.6,97,80,60,30.22,30.09,9,1,10,0.00 
2012-3-10,65.8,64.4,62.8,61.2,60.5,59.7,90,87,84,30.19,30.16,8,1,8,0.00 
2012-3-11,67.6,66.9,66.2,59.7,58.3,57.4,76,74,73,30.36,30.33,7,2,14,0.00 
2012-3-12,83.1,70.4,62.2,61.0,58.7,57.0,85,68,44,30.35,30.23,11,1,11,0.00 
2012-3-13,83.8,68.6,55.0,63.0,58.9,54.0,96,74,46,30.30,30.17,9,1,9,0.00 
2012-3-14,86.0,68.3,56.1,66.4,60.7,55.0,97,80,45,30.28,30.15,8,0,8,0.19 
2012-3-15,86.0,69.1,55.9,68.2,61.2,55.0,98,79,42,30.30,30.18,12,1,12,0.19 
2012-3-16,86.4,69.8,55.9,67.3,59.2,49.8,98,74,32,30.28,30.14,8,0,8,0.00 
2012-3-17,88.2,67.7,57.0,66.4,60.6,55.9,97,81,38,30.27,30.13,10,0,10,0.02 
2012-3-18,87.6,69.1,55.2,66.9,58.7,53.8,98,74,34,30.30,30.16,10,1,10,0.01 
2012-3-19,87.6,69.9,55.2,66.6,60.0,54.1,97,74,41,30.22,30.09,9,1,9,0.00 
